StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q281_Browser,Q281_Version,Q281_Operating System,Q281_Resolution,Q283_Browser,Q283_Version,Q283_Operating System,Q283_Resolution,Q205,Q284_1,Q284_2,Q284_3,Q290_1,Q290_2,Q290_3,Q287_1,Q287_2,Q287_3,Q293_1,Q293_2,Q293_3,Q296_1,Q296_2,Q296_3,Q299_1,Q299_2,Q299_3,1_Q174_11,2_Q174_11,3_Q174_11,4_Q174_11,5_Q174_11,6_Q174_11,7_Q174_11,8_Q174_11,1_Q175_11,2_Q175_11,3_Q175_11,4_Q175_11,5_Q175_11,6_Q175_11,7_Q175_11,8_Q175_11,1_Q177_11,2_Q177_11,3_Q177_11,4_Q177_11,5_Q177_11,6_Q177_11,7_Q177_11,8_Q177_11,1_Q176_11,2_Q176_11,3_Q176_11,4_Q176_11,5_Q176_11,6_Q176_11,7_Q176_11,8_Q176_11,1_Q179_11,2_Q179_11,3_Q179_11,4_Q179_11,5_Q179_11,6_Q179_11,7_Q179_11,8_Q179_11,Q228_1,Q228_2,Q228_3,Q228_4,Q228_5,Q228_6,Q260_1,Q261_1,Q266_1,Q267_1,Q272_1,Q273_1,Q275_1,Q276_1,Q184_1,Q186_1,Q278_1,Q279_1,State_Familiar_1,State_Familiar_2,State_Familiar_3,State_Familiar_4,State_Familiar_5,State_Familiar_6,State_Familiar_7,State_Familiar_8,PastElectionFamiliar_1,PastElectionFamiliar_2,PastElectionFamiliar_3,PastElectionFamiliar_4,PastElectionFamiliar_5,PastElectionFamiliar_6,PastElectionFamiliar_7,PastElectionFamiliar_8,Party_Likability_1,Party_Likability_2,Polarization_Beliefs_1,Polarization_Beliefs_2,Polarization_Beliefs_3,Polarization_Beliefs_4,Q236,Q238,Q240,Q242,Q244,Q244_5_TEXT,Q246,Q248,Q248_5_TEXT,Q250,Q252,Q252_5_TEXT,Q256,Q256_6_TEXT,Q258,Q260,Q262,Q15,mTurkCode,mapNumCode,condition
10/30/20 7:43,10/30/20 7:53,0,100,561,1,10/30/20 7:53,R_2duSeWQ88y51eYZ,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Neutral,Dislike,,,,,,,21,10,22,16,27,20,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,85,74,3,3,4,4,4,4,3,4,2,2,2,2,2,2,2,2,47,82,6,5,6,5,political attitudes,nothing,black,green,2,,2,3,,3,1,,5,,31,2,1,nice,204898,4,grey
10/30/20 7:47,10/30/20 7:53,0,100,363,1,10/30/20 7:53,R_2VkckaTh2XPdbR7,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,64,48,61,26,57,62,67,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,66,57,,,,,,,,,3,4,3,2,4,5,5,4,,1,2,3,2,2,2,1,37,77,4,6,4,3,good,red,nice,green,2,,1,3,,3,2,,5,,7,5,1,good,813745,28,greenorange
10/30/20 7:43,10/30/20 7:53,0,100,577,1,10/30/20 7:53,R_1HeiRQ8YjoTM2Jd,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,52,56,60,52,52,47,52,55,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,28,77,,,,,3,2,2,5,2,2,2,2,2,2,2,2,3,3,1,2,80,20,7,7,5,3,Study about political parties in America.,Red and blue made me think about democrats and republican party.,"Blue, made me think about democrat state.","Red, made me think about republican state.",1,,1,2,,4,1,,1,,34,4,2,No comment,422535,40,redblue
10/30/20 7:43,10/30/20 7:53,0,100,604,1,10/30/20 7:53,R_3HCF0diCiQtkYth,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,32,60,35,33,56,43,63,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,58,48,,,,,,,,,,,2,1,1,5,1,1,5,3,2,1,2,2,1,1,2,1,30,67,6,6,3,5,partisanship,no,"brown, no association","dont' remember, i think green, no association",2,,2,4,,7,2,,5,,34,2,2,none,387836,46,greenorange
10/30/20 7:43,10/30/20 7:53,0,100,599,1,10/30/20 7:53,R_3pngaFTN65Iemzo,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,55,50,53,59,46,48,50,51,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,61,38,,,,,,,2,3,5,4,2,2,2,3,2,2,2,2,1,2,1,2,70,0,6,7,2,7,You may be seeing if people will be more likely to feel closer to people from swing states whose electoral votes went for their personal candidate of choice in 2016.,"I don't even recall the colors on the maps right now, so I don't think it made me think of anything.","I don't think there were any colors on the maps in the first task, but I might just have not noticed it. I generally associate red with Republican and blue with Democrat, though.","As I said, I don't remember seeing any colors on the maps, but blue is usually associated with the Democratic Party and red with the Republican Party for me when I see an election-related map.",1,,1,2,,4,1,,5,,18,4,2,I didn't have any issues with the survey.,473093,69,redblue
10/30/20 7:46,10/30/20 7:53,0,100,422,1,10/30/20 7:53,R_2BtHx1HmswrLT4P,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Neutral,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,46,49,55,53,57,62,58,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,66,60,,,,,,,,,4,3,3,4,4,4,2,3,2,1,1,1,2,2,3,3,40,92,6,5,4,5,To know people's opinions and general knowledge about state political information.,nope,Green,Brown,6,,2,3,,3,1,,5,,46,5,2,Nope,217788,54,greenorange
10/30/20 7:47,10/30/20 7:53,0,100,369,1,10/30/20 7:53,R_3hcqzZ8gHkQGfWG,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,,,,,,,,,,,,,,,,,47,52,45,58,44,51,60,25,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,55,50,,,,,,,,,5,1,1,1,1,1,1,1,2,3,3,2,3,3,3,3,78,24,7,7,4,2,How divided people think the country is.,No.,I saw greens and oranges. I did not associate them with any party.,Orange I think? I did not associate it with any party.,1,,1,2,,3,1,,5,,10,4,2,,838391,28,greenorange
10/30/20 7:53,10/30/20 7:53,0,100,25,1,10/30/20 7:53,R_eDP0caKIzbQ8waB,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324642,68,
10/30/20 7:52,10/30/20 7:53,0,100,41,1,10/30/20 7:53,R_28LNFOrMWY83Oj2,,,,,anonymous,EN,,,,,,,,,1,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408030,64,
10/30/20 7:44,10/30/20 7:53,0,100,541,1,10/30/20 7:53,R_2y3CfdRc7Wu4KZL,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,41,63,59,35,51,66,52,26,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,55,68,,,,,4,2,3,2,3,4,3,2,2,1,3,2,1,1,1,1,83,65,4,5,4,3,perceptions of political,no,green,red,1,,1,2,,3,1,,5,,5,4,1,no,190728,68,redblue
10/30/20 7:48,10/30/20 7:53,0,100,277,1,10/30/20 7:53,R_9MRbFyFOSxhTxhn,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,71,54,46,51,68,54,33,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,55,73,,,,,,,,,4,4,3,2,3,4,3,3,2,2,2,1,1,2,1,1,46,67,5,5,6,5,Vote,Green,Republican,Democrat,2,,2,3,,3,1,,5,,5,4,1,,410126,55,greenorange
10/30/20 7:46,10/30/20 7:53,0,100,409,1,10/30/20 7:53,R_agu8LuiaSKOZRjb,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,56,93,94,92,92,96,94,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,91,91,,,,,,,,,4,5,5,4,4,5,5,4,2,2,2,2,2,2,2,2,98,98,6,7,6,7, tl;dr: It's proper practice and standard procedure. The simplest reason is merely that it's an ethical issue and asking debriefing questions to participants in ..,"In older maps color was used as decoration, enhancing the illustrations and border, ... number, say a number of people or number of houses, creating a visual map of the ... Color can mean anything and can, quite literally, be all over the map.","in the early stages of using geographic ... certain to see this number increase signifi- ... mapping, realizing that where we have ... Chapter 2: What Crime Maps Do and How They Do It . . ... by pins of different colors, were mixed together. Pin ... viduals than ever before have the task— ... ping data by administrative or political.","analyze their crime problems, and we are certain to see this number increase signifi- ... Chapter 2: What Crime Maps Do and How They Do It . . ... by pins of different colors, were mixed together. Pin ... viduals than ever before have the task— ... politics. s Distance is not much use as an abstract piece of information. It comes.",2,,2,3,,3,2,,2,,33,4,1,good survey,263459,52,greenorange
10/30/20 7:43,10/30/20 7:53,0,100,589,1,10/30/20 7:53,R_3k5NEwEf4RxKoCr,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,52,54,52,51,47,53,54,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,29,68,,,,,,,,,,,2,3,3,2,4,3,2,3,2,2,2,2,1,1,1,2,100,0,6,7,7,2,Perhaps political bias in how we expect Tuesday's election to go. I'm a Democrat and I do expect Democrats to win both the White House and the Senate.,"No, not really.","Green and kind of a brownish gold. No, I didn't associate the colors with any political party.",I honestly don't remember the colors.,1,,1,2,,7,2,,5,,26,4,2,"I'm glad I read the debriefing - this is so interesting, thank you.",48344,12,greenorange
10/30/20 7:49,10/30/20 7:53,0,100,264,1,10/30/20 7:53,R_10vIHpwrkOX8fwE,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,25,37,48,32,66,53,27,83,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,46,80,,,,,3,5,4,3,4,5,5,2,3,1,2,2,1,1,2,2,27,89,6,4,5,7,good,red,red,red,2,,2,3,,3,1,,2,,29,4,2,nice,693711,43,redblue
10/30/20 7:45,10/30/20 7:53,0,100,469,1,10/30/20 7:53,R_3HCAt0HjqmP279p,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,50,50,39,51,40,40,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,49,50,,,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,60,60,4,5,6,4,to take people who know their region races,yes,to how many of them  in the races,to vote for all the people in races,2,,2,3,,5,2,,2,,45,4,2,this survey was so good,358838,56,grey
10/30/20 7:49,10/30/20 7:53,0,100,250,1,10/30/20 7:53,R_3npGBoeJd46RE3L,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,68,65,59,67,72,75,72,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,47,70,,,,,,,,,4,2,3,2,3,2,3,2,2,2,1,2,1,2,1,1,74,64,5,6,5,6,Survey about political ,Califonia,Democrates,Democraes and republians,1,,,2,,3,1,,5,,7,3,1,Nice,972824,27,greenorange
10/30/20 7:47,10/30/20 7:53,0,100,393,1,10/30/20 7:53,R_3eqAdMUHFleHJqj,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,48,52,49,66,51,60,49,70,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,39,32,,,,,4,2,2,2,3,2,3,4,2,3,2,2,3,3,1,2,85,0,6,6,6,2,The divisions of America between two political parties,No,"red and blue, red is republican and blue is democrat","Red only, republicans",1,,1,2,,4,2,,5,,33,5,2,,437440,18,redblue
10/30/20 7:47,10/30/20 7:53,0,100,393,1,10/30/20 7:53,R_1luTKXKySU5HUxQ,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,71,59,63,66,65,69,62,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,50,70,,,,,,,,,4,5,4,5,4,5,4,5,2,3,2,3,,3,2,3,70,84,5,7,6,7,Nothing,No,No,no,2,,2,3,,7,1,,2,,21,5,1,Good Survey,433353,16,greenorange
10/30/20 7:44,10/30/20 7:53,0,100,562,1,10/30/20 7:53,R_AvYU9oeafXHb0jv,,,,,anonymous,EN,,,,,,,,,1,Dislike,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,46,52,68,49,48,54,47,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,47,83,,,,,,,2,1,1,3,1,1,1,1,2,3,2,3,1,1,1,3,55,48,5,6,4,5,"To see peoples knowledge of how states may vote, or have voted in the past election.",not really,"Red and blue, I didn't really think much of it since for instance, Florida was blue on the map.","Just blue, but I wouldn't say it was really a map. Looked like it was a county that was cutoff in the picture",2,,1,6,,3,1,,5,,48,2,2,,592333,17,redblue
10/30/20 7:46,10/30/20 7:53,0,100,432,1,10/30/20 7:53,R_3QDfqXqR6NWd8A5,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,35,46,45,33,48,44,40,42,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,77,65,,,,,2,3,4,3,2,4,3,4,2,1,3,2,1,2,3,2,56,75,5,6,7,5,nice,none,red,green,1,,1,2,,3,2,,5,,5,4,1,nice,986243,11,redblue
10/30/20 7:45,10/30/20 7:53,0,100,518,1,10/30/20 7:53,R_2t9z6ErBKQU2bEV,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Neutral,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,13,42,45,31,44,17,24,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,81,35,,,,,,,,,,,4,5,2,4,5,5,3,3,2,2,1,2,2,1,1,2,14,77,6,7,7,5,political maps,no,green,red,2,,2,3,,4,1,,4,,48,4,2,none,209243,31,greenorange
10/30/20 7:47,10/30/20 7:53,0,100,412,1,10/30/20 7:53,R_2EafKLhPobeFkt8,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,44,66,41,50,69,42,44,40,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,56,73,,,,,,,3,4,2,3,3,3,3,3,2,3,2,3,3,3,2,2,44,75,4,5,4,4,about political views,none,no,no,2,,,6,,7,1,,5,,19,3,2,none,939295,19,redblue
10/30/20 7:45,10/30/20 7:53,0,100,533,1,10/30/20 7:53,R_3kvx8N7shFyUNIh,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,,,,,,,,,49,32,29,44,40,36,38,38,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,55,55,,,,,,,2,4,3,3,4,2,3,3,2,2,2,2,2,2,2,2,66,60,5,5,6,7,political use,no,no,no,2,,2,3,,3,2,,5,,33,4,2,good,171961,67,redblue
10/30/20 7:44,10/30/20 7:54,0,100,581,1,10/30/20 7:54,R_2WU6n7yhJ8XdABk,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,38,36,40,35,35,35,36,Like,Neutral,Neutral,Neutral,Neutral,Neutral,41,63,,,,,,,,,,,2,3,4,3,5,4,2,3,1,2,3,2,1,2,1,2,66,53,7,6,5,4,nice survey,none,green,none,2,,2,3,,3,2,,5,,5,4,1,nice survey,511176,8,greenorange
10/30/20 7:52,10/30/20 7:54,0,100,100,1,10/30/20 7:54,R_1d6JEgzWQMzmHMo,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254090,35,
10/30/20 7:47,10/30/20 7:54,0,100,408,1,10/30/20 7:54,R_1IuuDLXlreYoDi1,,,,,anonymous,EN,,,,,,,,,1,Dislike,Like,Neutral,,,,,,,,,,,,,,,,55,58,51,55,41,60,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,44,55,,,3,4,4,5,5,3,3,2,2,1,1,2,2,3,3,2,67,74,4,5,5,6,about the politics,looks very attractive,red,green,1,,2,2,,3,1,,5,,10,5,2,interesting,345719,61,grey
10/30/20 7:48,10/30/20 7:54,0,100,341,1,10/30/20 7:54,R_3rYQyu6LmD8kacD,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,89,67,84,84,80,84,65,82,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,61,33,,,,,4,3,3,4,5,4,3,4,2,1,2,2,3,2,2,3,47,68,6,5,4,6,Survey on political maps,Yes,Red,Blue,1,,1,2,,3,2,,5,,23,4,2,Good,128501,48,redblue
10/30/20 7:50,10/30/20 7:54,0,100,227,1,10/30/20 7:54,R_3Rav4wy3Y4SZbBF,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,82,81,81,82,81,82,82,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,10,84,,,3,4,5,4,3,4,5,4,2,3,2,1,2,3,2,3,79,82,5,6,7,6,none,none,none,none,1,,2,2,,4,1,,5,,21,4,1,none,829619,35,grey
10/30/20 7:52,10/30/20 7:54,0,100,70,1,10/30/20 7:54,R_2zOzjnIUsKR7XYF,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Like,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728775,18,
10/30/20 7:53,10/30/20 7:54,0,100,60,1,10/30/20 7:54,R_1j8Gng7DxPBbYA5,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Dislike,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390579,53,
10/30/20 7:45,10/30/20 7:54,0,100,525,1,10/30/20 7:54,R_Z7BEf45AztSWREZ,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,,,,,,,,,41,78,50,39,75,58,63,27,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,16,54,,,,,3,4,3,5,2,3,3,2,2,2,2,2,2,2,2,2,70,10,5,6,6,5,Study about politics,Showing very highlited,Red,Red,1,,1,2,,3,2,,5,,31,4,2,Good,19653,22,redblue
10/30/20 7:46,10/30/20 7:54,0,100,488,1,10/30/20 7:54,R_3KZcdZ5A1VD3F1D,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,49,50,80,59,60,76,63,42,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,89,100,,,,,,,4,5,4,2,1,4,3,5,2,1,2,2,2,2,2,2,83,97,6,4,6,5,Good,"Good
",Good,Good,2,,2,3,,3,1,,5,,50,5,1,Good,66849,45,redblue
10/30/20 7:43,10/30/20 7:54,0,100,665,1,10/30/20 7:54,R_zVe6LODoTl6FF6x,,,,,anonymous,EN,,,,,,,,,1,Dislike,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,43,41,53,45,48,50,48,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,30,1,,,,,,,,,3,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,80,2,6,7,7,3,Something to do with estimating the vote in swing states?,no,"red and green (I think) - no, I made no associations that I'm aware of","red and green (I think) - no, I didn't make any associations that I'm aware of ",1,,1,2,,5,2,,5,,5,4,2,n/a,269695,31,greenorange
10/30/20 7:50,10/30/20 7:54,0,100,223,1,10/30/20 7:54,R_3mmFHDsB3ckZg0F,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,59,87,54,95,62,50,73,79,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,86,78,,,,,,,4,5,4,5,4,4,5,5,3,3,3,3,3,3,3,3,76,88,6,7,6,7,GOOD,GREEN RED,.,.,2,,2,2,,3,1,,5,,5,4,1,NO,537383,41,redblue
10/30/20 7:45,10/30/20 7:54,0,100,518,1,10/30/20 7:54,R_2YEbeoTcUcLw5Gb,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Neutral,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,80,63,54,76,62,65,60,Like,Neutral,Neutral,Neutral,Neutral,Neutral,66,78,,,,,,,,,,,4,5,5,4,5,5,3,4,2,1,2,2,1,2,2,2,82,50,5,6,5,6,To know the people perception,None,"Green, no",purple,1,,1,2,,4,2,,5,,1,4,2,None,821491,47,greenorange
10/30/20 7:47,10/30/20 7:54,0,100,417,1,10/30/20 7:54,R_1Q3nzjuE1VJHjtb,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,,,,,,,,,88,87,89,85,90,94,87,89,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,87,88,,,,,,,4,5,3,4,4,5,3,4,2,1,3,2,3,2,1,3,63,82,5,3,6,4,good,blue,blue,black,2,,2,2,,4,2,,5,,21,4,1,good,44172,66,redblue
10/30/20 7:44,10/30/20 7:54,0,100,596,1,10/30/20 7:54,R_24vdDbcjsLTULc1,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,73,89,82,84,79,90,78,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,85,82,,,,,,,,,4,4,3,2,4,3,4,2,2,1,2,1,3,2,1,2,80,95,6,5,4,6,election purpose,green of the nation,democracy party,Republication party,2,,2,3,,4,1,,2,,10,4,2,good survey,976410,38,greenorange
10/30/20 7:43,10/30/20 7:54,0,100,661,1,10/30/20 7:54,R_z7iq6Mtcmow7gRj,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,39,54,42,65,54,73,27,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,57,52,,,,,,,,,3,4,4,4,3,4,4,3,2,2,2,2,2,2,2,2,74,45,6,5,5,5,about political,political party,red,blue,2,,2,2,,3,2,,5,,7,4,2,none,350901,58,greenorange
10/30/20 7:47,10/30/20 7:54,0,100,421,1,10/30/20 7:54,R_30kLCE053eGXExE,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,44,51,49,59,52,46,53,54,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,14,58,,,,,,,2,1,5,2,2,1,1,2,2,2,2,1,1,2,1,2,81,0,6,6,5,4,Political perceptions,Republican or Democrat,"Blue and red. Yes, I associated them with their respective political parties.",Blue. Democrat,1,,1,2,,3,2,,5,,48,4,2,,130755,16,redblue
10/30/20 7:49,10/30/20 7:54,0,100,321,1,10/30/20 7:54,R_d44ZH1PtVmDcatP,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,50,39,44,36,44,41,76,42,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,23,61,,,,,4,2,3,5,4,3,2,3,3,2,1,2,2,1,3,2,27,58,6,4,5,7,no idea ,no,no,no,2,,2,4,,2,1,,5,,11,4,2,no,281126,46,redblue
10/30/20 7:46,10/30/20 7:54,0,100,476,1,10/30/20 7:54,R_2WJBLJw8tlJ8MtE,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,83,81,77,47,45,78,49,54,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,40,85,,,,,3,4,2,4,3,4,2,3,2,1,1,1,2,2,1,1,84,89,5,6,5,6,it was helps to know about election ,red,red,red,2,,2,2,,3,1,,5,,39,4,2,it was easy to do,23993,15,redblue
10/30/20 7:43,10/30/20 7:54,0,100,660,1,10/30/20 7:54,R_PCKmzB8V8yoo3Pb,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,63,41,56,59,60,62,55,Like,Neutral,Neutral,Neutral,Neutral,Neutral,61,57,,,,,,,,,,,4,3,3,3,4,3,4,3,2,1,3,2,2,1,2,3,62,73,6,5,5,4,perception and opinion of political veiw,"NA, green and red",Green,Green and red,2,,2,3,,3,1,,5,,42,4,2,Such a Nice creation,266895,13,greenorange
10/30/20 7:54,10/30/20 7:54,0,100,11,1,10/30/20 7:54,R_1mUHujXxZT8ujwm,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417931,13,
